gene,arabi-defline
Vigun10g018400,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun02g174900,Protein of unknown function (DUF567)
Vigun07g245100,PPDK regulatory protein
Vigun07g078400,Ypt/Rab-GAP domain of gyp1p superfamily protein
VigunL075200,"Plant mitochondrial ATPase, F0 complex, subunit 8 protein"
Vigun09g159200,no annotation
Vigun09g167500,Tetratricopeptide repeat (TPR)-like superfamily protein
Vigun03g377500,XB3 ortholog 2 in Arabidopsis thaliana
Vigun02g119300,Peroxidase superfamily protein
Vigun03g046000,actin depolymerizing factor 10
Vigun05g117000,no annotation
Vigun08g123500,ferritin 4
Vigun04g061400,Pectin lyase-like superfamily protein
Vigun06g173500,Ankyrin repeat family protein
Vigun03g210200,SNF7 family protein
Vigun08g186300,Formyl transferase
Vigun03g125500,no annotation
Vigun05g035700,UDP-Glycosyltransferase superfamily protein
Vigun03g281000,Nucleotide-diphospho-sugar transferases superfamily protein
Vigun01g118100,mitochondrial RNAediting factor 1
Vigun01g081100,GRF zinc finger / Zinc knuckle protein
Vigun05g141900,ABC transporter family protein
Vigun04g101700,CemA-like proton extrusion protein-related
Vigun05g117400,far-red elongated hypocotyl 1
Vigun08g012000,Peroxidase superfamily protein
Vigun03g110700,C-terminal domain phosphatase-like 1
Vigun09g035300,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
Vigun02g176500,bromo-adjacent homology (BAH) domain-containing protein
Vigun07g011400,no annotation
Vigun04g069300,no annotation
Vigun02g200700,no annotation
Vigun03g368800,Glycosyl hydrolase family protein with chitinase insertion domain
Vigun05g260400,zinc transporter 11 precursor
Vigun09g110000,DCD (Development and Cell Death) domain protein
Vigun01g065400,Ubiquitin-like superfamily protein
Vigun05g148500,Phosphoglycerate mutase family protein
Vigun10g139900,no annotation
Vigun01g063600,photosystem II reaction center protein C
Vigun09g073300,HVA22 homologue A
Vigun07g159200,ethylene response factor 1
VigunL066400,Ycf1 protein
Vigun02g176900,Disease resistance protein (TIR-NBS class)
Vigun09g189100,no annotation
Vigun03g231700,no annotation
Vigun04g010700,no annotation
Vigun04g154400,disease resistance family protein / LRR family protein
Vigun03g215000,Glutathione S-transferase family protein
Vigun09g023900,Ribosomal protein S7p/S5e family protein
Vigun03g210300,HVA22 homologue C
Vigun07g251600,ADP-ribosylation factor-like A1C
Vigun03g035500,alpha/beta-Hydrolases superfamily protein
Vigun07g203000,no annotation
Vigun03g285700,Acetamidase/Formamidase family protein
Vigun08g173200,Leucine-rich repeat receptor-like protein kinase family protein
Vigun04g064600,ribosomal protein L2
Vigun07g091200,anaphase-promoting complex/cyclosome 11
Vigun04g172100,"Protein of unknown function, DUF599"
Vigun11g019300,cysteine-rich RLK (RECEPTOR-like protein kinase) 10
Vigun07g141700,aldehyde dehydrogenase  6B2
Vigun03g050700,Protein kinase superfamily protein
Vigun02g092800,P-glycoprotein 2
Vigun04g052500,no annotation
Vigun09g221200,Duplicated homeodomain-like superfamily protein
Vigun11g164900,calcium-dependent protein kinase 24
Vigun06g110500,no annotation
Vigun07g168800,no annotation
Vigun02g193900,Pentatricopeptide repeat (PPR) superfamily protein
Vigun08g025500,S-ribonuclease binding protein 1
Vigun09g108300,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Vigun11g125700,"Protein of unknown function, DUF584"
Vigun07g089000,Protein kinase superfamily protein
Vigun03g127200,no annotation
Vigun09g058600,no annotation
Vigun03g364300,Major facilitator superfamily protein
Vigun04g142200,no annotation
Vigun09g018300,Transducin/WD40 repeat-like superfamily protein
Vigun02g082500,no annotation
Vigun01g093500,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
VigunL076700,ATPase subunit 6-1
Vigun11g065700,Homeodomain-like protein with RING/FYVE/PHD-type zinc finger domain
Vigun07g117800,no annotation
Vigun03g120100,kinesin 1
Vigun09g110600,Rubredoxin-like superfamily protein
Vigun09g167300,nodulin MtN21 /EamA-like transporter family protein
Vigun01g200100,HCO3- transporter family
Vigun01g027000,LRR and NB-ARC domains-containing disease resistance protein
Vigun03g103800,Protein of unknown function (DUF679)
Vigun08g220500,5\'-AMP-activated protein kinase beta-2 subunit protein
Vigun02g165300,Nodulin MtN21 /EamA-like transporter family protein
Vigun09g014200,multidrug resistance-associated protein 4
Vigun08g090700,Leucine-rich repeat transmembrane protein kinase protein
Vigun04g175100,Disease resistance protein (TIR-NBS-LRR class) family
Vigun05g104000,no annotation
VigunL061200,ribosomal protein S8
Vigun09g098500,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Vigun03g068300,no annotation
Vigun09g188000,tubulin alpha-2 chain
Vigun05g089700,lipid transfer protein 12
Vigun07g228200,Sugar isomerase (SIS) family protein
Vigun10g081400,receptor like protein 13
Vigun03g087700,UDP-glycosyltransferase 74 F1
Vigun07g012400,ovate family protein 13
Vigun11g158500,NAD(P)-binding Rossmann-fold superfamily protein
Vigun08g132100,Pseudouridine synthase family protein
Vigun08g073600,transcription coactivators
Vigun03g041900,Pectin lyase-like superfamily protein
VigunL031400,no annotation
Vigun07g028200,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
Vigun03g231800,Nucleotide-diphospho-sugar transferase family protein
Vigun01g145900,phosphate starvation response  1
Vigun05g025300,no annotation
Vigun11g009000,uridine 5\'-monophosphate synthase / UMP synthase (PYRE-F) (UMPS)
Vigun08g131900,no annotation
Vigun01g013500,Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
Vigun03g363100,glucuronidase 3
Vigun05g167400,Ankyrin repeat family protein
Vigun03g210100,no annotation
Vigun05g097700,homolog of bacterial PANC
Vigun01g135700,Protein of unknown function (DUF581)
Vigun09g055100,Leucine-rich repeat transmembrane protein kinase family protein
Vigun06g188600,no annotation
VigunL011000,ATP synthase subunit beta
Vigun03g291800,no annotation
Vigun07g254700,transducin family protein / WD-40 repeat family protein
Vigun10g153700,no annotation
Vigun07g145200,no annotation
Vigun01g034400,NAD(P)-binding Rossmann-fold superfamily protein
Vigun03g185500,Cyclin-dependent kinase inhibitor family protein
Vigun08g025100,Remorin family protein
Vigun03g389200,plant intracellular ras group-related LRR 6
Vigun02g088500,Leucine-rich repeat protein kinase family protein
Vigun08g034900,myb domain protein 68
Vigun02g068600,BIG PETAL P
Vigun09g242500,"cytochrome P450, family 82, subfamily C, polypeptide 4"
Vigun07g044800,4\'-phosphopantetheinyl transferase superfamily
Vigun01g012700,zinc induced facilitator-like 1
Vigun02g150200,Phototropic-responsive NPH3 family protein
Vigun04g024200,Protein kinase superfamily protein
VigunL018800,no annotation
Vigun08g142100,no annotation
Vigun09g048800,Tetratricopeptide repeat (TPR)-like superfamily protein
Vigun03g183300,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun03g061400,glucose-inhibited division family A protein
Vigun05g075500,NB-ARC domain-containing disease resistance protein
Vigun03g358500,no annotation
Vigun07g015000,no annotation
VigunL066000,NAD(P)H dehydrogenase subunit H
Vigun11g070900,"Chloroplast Ycf2;ATPase, AAA type, core"
Vigun09g156200,Nodulin MtN3 family protein
Vigun11g156500,GRAS family transcription factor
VigunL031800,ribosomal protein L32
Vigun09g093900,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Vigun04g006500,Pectin lyase-like superfamily protein
Vigun10g199700,STRUBBELIG-receptor family 5
Vigun08g045400,WRKY DNA-binding protein 18
Vigun11g194100,no annotation
Vigun11g211300,NB-ARC domain-containing disease resistance protein
Vigun01g041400,Disease resistance protein (TIR-NBS-LRR class) family
Vigun04g167800,RmlC-like cupins superfamily protein
VigunL081200,"Photosystem I, PsaA/PsaB protein"
Vigun03g152300,Pectin lyase-like superfamily protein
Vigun01g055900,no annotation
Vigun09g193300,tonoplast intrinsic protein 4;1
Vigun05g171500,no annotation
Vigun01g138100,histone H2A 11
Vigun10g102900,"ATPase, F0 complex, subunit B/B\', bacterial/chloroplast"
VigunL034900,photosystem II reaction center protein D
Vigun03g195200,alpha-L-arabinofuranosidase 1
Vigun11g178700,no annotation
Vigun04g155100,disease resistance family protein / LRR family protein
Vigun03g173300,alpha/beta-Hydrolases superfamily protein
Vigun01g131700,Tetratricopeptide repeat (TPR)-like superfamily protein
Vigun05g290200,alpha/beta-Hydrolases superfamily protein
Vigun02g042900,DNA glycosylase superfamily protein
Vigun05g224300,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Vigun03g254000,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun09g009300,Drought-responsive family protein
Vigun11g170000,no annotation
Vigun05g103400,Leucine-rich repeat protein kinase family protein
Vigun03g007500,"Protein of unknown function, DUF599"
Vigun10g132200,ferric reduction oxidase 2
Vigun02g018000,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Vigun06g016000,Sodium/calcium exchanger family protein
Vigun04g102200,O-acyltransferase (WSD1-like) family protein
Vigun08g118300,"cytochrome P450, family 86, subfamily A, polypeptide 1"
Vigun01g212300,Pentatricopeptide repeat (PPR) superfamily protein
Vigun01g246600,microtubule-associated protein 65-8
Vigun07g008500,type one serine/threonine protein phosphatase 4
Vigun05g258000,ENTH/VHS family protein
Vigun07g059300,Basic-leucine zipper (bZIP) transcription factor family protein
Vigun03g323700,HCO3- transporter family
Vigun10g179000,indole-3-acetic acid inducible 18
Vigun11g162800,Histone superfamily protein
Vigun11g163600,beta glucosidase 17
Vigun06g042300,TCP-1/cpn60 chaperonin family protein
VigunL013800,NADH dehydrogenase family protein
Vigun05g062700,no annotation
Vigun11g150600,nudix hydrolase homolog 9
Vigun03g151700,copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1)
Vigun01g160000,lysine decarboxylase family protein
Vigun08g146500,calmodulin like 23
Vigun08g092400,O-fucosyltransferase family protein
Vigun03g333800,WRKY DNA-binding protein 72
Vigun09g074200,mini zinc finger
Vigun05g228500,Cyclin A3;1
Vigun07g064300,FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Vigun01g063800,chloroplast ribosomal protein S14
Vigun05g277200,Mitochondrial ATP synthase subunit G protein
Vigun07g273500,no annotation
Vigun05g193300,no annotation
Vigun01g182200,TPX2 (targeting protein for Xklp2) protein family
Vigun04g193400,NB-ARC domain-containing disease resistance protein
Vigun10g188000,alpha/beta-Hydrolases superfamily protein
Vigun03g112700,no annotation
Vigun07g084400,DNAse I-like superfamily protein
Vigun11g029200,NYC1-like
Vigun05g304200,no annotation
Vigun03g125100,no annotation
Vigun06g063400,no annotation
Vigun09g237300,no annotation
Vigun03g357800,no annotation
Vigun05g091600,alpha-soluble NSF attachment protein 2
Vigun10g041300,MLP-like protein 43
Vigun01g156800,Leucine-rich repeat protein kinase family protein
Vigun01g129300,phosphatidic acid phosphatase-related / PAP2-related
Vigun05g049400,WRKY family transcription factor
Vigun08g118900,UDP-glucosyl transferase 71C4
Vigun03g431300,F-box family protein
Vigun09g113500,NB-ARC domain-containing disease resistance protein
Vigun04g140400,Disease resistance protein (TIR-NBS-LRR class) family
Vigun11g089100,Plant Tudor-like protein
Vigun10g003900,no annotation
Vigun01g119100,C2H2-type zinc finger family protein
Vigun04g173900,Putative integral membrane protein conserved region (DUF2404)
Vigun09g067100,Leucine-rich repeat protein kinase family protein
Vigun10g050800,Uncharacterised protein family (UPF0497)
Vigun04g045900,Kunitz family trypsin and protease inhibitor protein
Vigun04g189200,LRR and NB-ARC domains-containing disease resistance protein
Vigun03g196700,"disease resistance protein (TIR-NBS-LRR class), putative"
Vigun03g438500,Pollen Ole e 1 allergen and extensin family protein
Vigun04g015700,no annotation
Vigun01g047000,no annotation
Vigun06g040400,Pathogenesis-related thaumatin superfamily protein
Vigun06g101900,cyclin family
Vigun01g196400,no annotation
Vigun06g072200,no annotation
Vigun03g118600,Protein kinase superfamily protein
Vigun06g102500,glycoside hydrolase family 2 protein
Vigun11g178400,Leucine-rich receptor-like protein kinase family protein
Vigun03g085200,F-box/RNI-like superfamily protein
Vigun02g114100,Protein kinase superfamily protein
Vigun04g181800,Heavy metal transport/detoxification superfamily protein 
Vigun02g089100,beta HLH protein 93
Vigun01g210300,no annotation
Vigun06g047600,fatty acid desaturase A
Vigun09g022500,no annotation
Vigun03g169800,no annotation
Vigun02g177400,Phosphoglycerate mutase family protein
Vigun05g055000,Uncharacterized conserved protein (DUF2358)
Vigun05g117500,laccase 17
Vigun06g168000,serine carboxypeptidase-like 19
Vigun07g132200,Pectinacetylesterase family protein
Vigun03g373300,Cellulose synthase family protein
Vigun02g147700,"cytochrome P450, family 81, subfamily D, polypeptide 3"
Vigun06g116500,no annotation
Vigun01g203700,rotamase CYP 4
Vigun08g040300,no annotation
Vigun04g162300,no annotation
Vigun11g138900,no annotation
Vigun01g109300,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Vigun07g134500,myb domain protein 61
Vigun04g103000,Seven transmembrane MLO family protein
Vigun01g023200,MATE efflux family protein
Vigun06g183200,no annotation
Vigun05g191300,no annotation
Vigun03g390400,homeobox from Arabidopsis thaliana
Vigun09g037900,Mob1/phocein family protein
Vigun01g205800,Pectinacetylesterase family protein
Vigun03g025400,Senescence/dehydration-associated protein-related
Vigun06g048400,NB-ARC domain-containing disease resistance protein
Vigun04g062200,Malectin/receptor-like protein kinase family protein
Vigun03g000600,no annotation
Vigun10g123200,LRR and NB-ARC domains-containing disease resistance protein
Vigun07g231000,AGAMOUS-like 42
Vigun11g105400,ankyrin repeat family protein
Vigun11g001400,RING/U-box superfamily protein
Vigun09g134600,methyl esterase 17
Vigun05g179000,receptor like protein 9
Vigun09g233400,pumilio 12
Vigun11g018300,no annotation
Vigun03g099700,Pentatricopeptide repeat (PPR) superfamily protein
Vigun09g056700,Reticulon family protein
Vigun05g002800,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Vigun03g437300,C2 calcium/lipid-binding and GRAM domain containing protein
Vigun02g022300,Cation efflux family protein
Vigun04g109400,HXXXD-type acyl-transferase family protein
Vigun03g016100,no annotation
Vigun07g296700,Protein phosphatase 2C family protein
Vigun03g270400,"CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein"
Vigun04g120100,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun02g204100,Leucine-rich repeat (LRR) family protein
Vigun03g026300,O-Glycosyl hydrolases family 17 protein
Vigun04g151700,cation/hydrogen exchanger 15
VigunL019700,cytochrome C biogenesis 452
Vigun05g103500,"alpha 1,4-glycosyltransferase family protein"
Vigun06g076500,Arabidopsis thaliana protein of unknown function (DUF821)
Vigun08g170800,Myzus persicae-induced lipase 1
Vigun06g081200,Lateral organ boundaries (LOB) domain family protein
Vigun05g110400,RING/FYVE/PHD zinc finger superfamily protein
Vigun09g185500,Rhamnogalacturonate lyase family protein
Vigun11g066000,cellulose synthase-like B4
Vigun07g127500,glycerol-3-phosphate acyltransferase 3
Vigun03g297700,no annotation
Vigun11g172600,lysophosphatidyl acyltransferase 5
Vigun11g107300,alpha/beta-Hydrolases superfamily protein
Vigun03g085700,no annotation
Vigun01g239400,Cytochrome C assembly protein
Vigun06g083400,Leucine-rich repeat (LRR) family protein
Vigun03g391700,beta-galactosidase 12
Vigun07g174400,no annotation
Vigun01g112200,6-phosphogluconate dehydrogenase family protein
Vigun09g272600,Plant neutral invertase family protein
Vigun03g373500,Family of unknown function (DUF566) 
Vigun10g014800,"Nucleic acid-binding, OB-fold-like protein"
